id,repository,url,stars_snapshot,metadata_decision,metadata_reason,metadata_review_basis,source_status,source_review_basis,source_reviewed_at,tested,team_reason,limitations,evidence,source_url,source_sha256,additional_source,related_id
67,rtk-ai/rtk,https://github.com/rtk-ai/rtk,81158,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
68,paperclipai/paperclip,https://github.com/paperclipai/paperclip,81142,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 功能、架构和已完成路线图段落,2026-09-21T04:45:26.498068+00:00,False,支持多个真人用户，按组织管理任务、审批、智能体角色和费用；保留执行记录便于负责人监督。,这里有明确真人用户证据，不只是 AI 组织图；不保证其预算和隔离宣传已经过独立测试。,README L91-95、L169-173、L242、L273、L456-462,https://raw.githubusercontent.com/paperclipai/paperclip/HEAD/README.md,e534958eedeeeb641c980e2a2b5e23143743f83bdf5a2866b2697a46944263aa,,
69,d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,80859,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
70,netdata/netdata,https://github.com/netdata/netdata,80606,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README ML 能力、组件边界及许可段落,2026-09-21T04:45:26.499367+00:00,False,运维团队通过异常评分及集中告警定位故障；Cloud 提供成员权限和集中视图。,Agent 是 GPL 开源，UI 与 Cloud 闭源；组织 RBAC/SSO 属于 Cloud，不写成开源 Agent 自带。,README Key Features、Ecosystem、License L506-512,https://raw.githubusercontent.com/netdata/netdata/HEAD/README.md,e78af62f9af72ef9a0fa0cf46a8b0252af185b5a7d94aeaf40325a8b213cd4c8,,
71,opendatalab/MinerU,https://github.com/opendatalab/MinerU,80330,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 产品功能、SDK、格式及许可段落,2026-09-21T04:45:26.499369+00:00,False,将团队 PDF、Office 和图片资料转为统一结构及可追溯页块引用，接入共享知识库的数据处理链。,是解析组件，不是多人知识协作产品；MinerU 许可有 Apache 之外附加条件；不同格式和质量档能力不同。,README MinerU 4.0、Python SDK、License Information,https://raw.githubusercontent.com/opendatalab/MinerU/HEAD/README.md,a8ad6aeb52bdaa75059bde5199956da8dea25390031a28856db5af0ca3e02422,,
72,datawhalechina/hello-agents,https://github.com/datawhalechina/hello-agents,80098,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 课程定位及范围段落,2026-09-21T04:45:26.499370+00:00,False,可供工程团队统一学习智能体架构、记忆与评估实践，再开展共同原型。,教程不是团队平台；文档为 CC BY-NC-SA 4.0，不能描述为无条件商业复用。,README 项目介绍、课程目录、内容导航、开源协议,https://raw.githubusercontent.com/datawhalechina/hello-agents/HEAD/README.md,e54167c5089fe7f9fe0208907e75315c56cc2de0806f038006333a90bb5dc1f8,,
73,dair-ai/Prompt-Engineering-Guide,https://github.com/dair-ai/Prompt-Engineering-Guide,78505,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 简介与指南目录,2026-09-21T04:45:26.499371+00:00,False,帮助团队建立提示词术语和模板评估方法，可用于内部培训与工作规范参考。,指南与 DAIR 付费课程分开；未逐篇验证技术内容，不能视为效果保证。,README Introduction、Guides、License,https://raw.githubusercontent.com/dair-ai/Prompt-Engineering-Guide/HEAD/README.md,5c1f0fcf7bdd37761249708969b17923a0995e4734ca5ab3713e1acb4d6f6ad9,,
74,nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,77389,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
75,shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,77279,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 架构及课程范围段落,2026-09-21T04:45:26.499374+00:00,False,工程团队可以据此理解权限审批、任务依赖、持久调度和执行记录，减少自研 runtime 的沟通成本。,第三方教学项目，不是 Anthropic 官方源码；模拟 Agent Teams 不代表真人协作产品。,README Harness 概念、目录 s03-s17、教学路线,https://raw.githubusercontent.com/shareAI-lab/learn-claude-code/HEAD/README.md,dd04e477feecf3c186ff9e97db12b26af3e0dfb0320f174b593463feb837998f,,
76,AppFlowy-IO/AppFlowy,https://github.com/AppFlowy-IO/AppFlowy,76865,已收录,与现有清单的项目或官方入口对应，避免重复收录。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
77,tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,76597,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
78,unslothai/unsloth,https://github.com/unslothai/unsloth,76504,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
79,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,75402,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,README 能力目录及许可段落,2026-09-21T04:46:05.833915+00:00,False,有 Jira、Slack、文档协作等技能索引，但组织网关权限来自 Composio 服务，并非集合本身。,与已收录技能索引重叠；各技能许可不同，不把第三方工具功能算成仓库功能。,README L42、Collaboration & Project Management、License,https://raw.githubusercontent.com/ComposioHQ/awesome-claude-skills/HEAD/README.md,e693f2701840f26fb04c3058d55215f2c6575fff7f1c197ada5b64e2f7ee0c12,,
80,microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,75252,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 前置条件和课程目录,2026-09-21T04:46:05.834316+00:00,False,供团队系统学习智能体工程，覆盖可信执行、生产部署、上下文和记忆。,主要示例依赖 Microsoft Agent Framework 和 Foundry，通常需要 Azure 账号；未实跑。,README L50-79、L94-113,https://raw.githubusercontent.com/microsoft/ai-agents-for-beginners/HEAD/README.md,f47be3bed00ebdb725d65104e8b5dcc50567a36b74837261965cf3b484f2a147,,
81,hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,74937,范围不优先：研究训练,主要定位为模型、训练、推理底层、算法研究或研究基准；本轮优先团队工作与应用交付。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
82,thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,74213,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 用法、MCP 和技能段落,2026-09-21T04:46:05.834318+00:00,False,人工审查者和 AI 读取同一套规则、验证步骤及修复指引，在 PR 和上线前检查中统一标准。,检查规则不是自动证明合规或正确；MCP 托管入口与静态规则分开。,README L6-28、L59-108,https://raw.githubusercontent.com/thedaviddias/Front-End-Checklist/HEAD/README.md,7ed360c81e5c7464f600ad8269b29f086482d117787c2ddf16f2409f972ccf23,,
83,binhnguyennus/awesome-scalability,https://github.com/binhnguyennus/awesome-scalability,74097,范围不优先：通用学习,主要为通用编程、基础机器学习或课程资料，简介未明确团队AI工程实践。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
84,stablyai/orca,https://github.com/stablyai/orca,73670,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 功能区,2026-09-21T04:46:05.834319+00:00,False,从团队工单开启隔离任务，查看 PR 并将 diff 评论反馈给智能体，衔接团队任务与代码审查。,桌面工作台与手机遥控，不宣称多人实时共同编辑；团队关联通过已有 GitHub/Linear 工作流。,README Parallel Worktrees、GitHub & Linear、Annotate AI Diffs,https://raw.githubusercontent.com/stablyai/orca/HEAD/README.md,63427cb09c527b9df39ea02d7407d94958dac7481f26e7e12304fd115aeddbbb,,
85,OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,73311,范围不优先：垂直领域,主要聚焦特定领域的模型、研究或个人应用；本轮未扩展该专业领域分类。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
86,headroomlabs-ai/headroom,https://github.com/headroomlabs-ai/headroom,73273,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 核心能力、学习功能和团队版本边界,2026-09-21T04:46:05.834321+00:00,False,团队可在 AI 应用调用链压缩上下文，并将失败经验写入项目共用规则文件；组织部署另有服务。,OSS 定位个人本地使用；组织集中配置、SSO 和共享看板属于单独服务；压缩质量和节省比例未实测。,README L35-54、L573-612,https://raw.githubusercontent.com/headroomlabs-ai/headroom/HEAD/README.md,ac72ff71580e4d280db8db057ada0ecfe25c25949809cfba8c06479ed84404e9,,
87,ruvnet/ruflo,https://github.com/ruvnet/ruflo,72940,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,candidate,README 功能、联邦机制和 Team Gateway Checklist 入口,2026-09-21T04:46:05.834322+00:00,False,工程团队可复用任务流程和项目记忆，通过跨部署通信及变更前检查交接工作。,主要是智能体编排，不能当成多人 SaaS；不背书自动合规、零泄漏或性能倍数；Web UI beta。,README L90-95、L208-215、L282-299、L391,https://raw.githubusercontent.com/ruvnet/ruflo/HEAD/README.md,4602f42d7e6a7625d4c08bfc81c1f2fdc0eb00a874b202600ca97c7da572d3de,,
88,career-ops-hq/career-ops,https://github.com/career-ops-hq/career-ops,72266,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
89,daytonaio/daytona,https://github.com/daytonaio/daytona,71742,已收录,现有Daytona条目使用官方文档入口，属于同一产品。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
90,colbymchenry/codegraph,https://github.com/colbymchenry/codegraph,71611,待README核验,简介显示团队工作或AI应用工程的潜在用途，需继续检查官方README和能力边界。,逐项阅读缓存的仓库名称与完整简介,secondary,README 能力、同步及配置共享段落,2026-09-21T04:46:46.384995+00:00,False,统一代码关系检索与变更影响分析可辅助团队维护，但主要是本地智能体索引，与 Graphify/Understand Anything 有交叉。,本地索引不等于组织共享知识空间；不重复宣传速度及百分百保证。,README Key Features L271-314、共享扩展映射说明 L728,https://raw.githubusercontent.com/colbymchenry/codegraph/HEAD/README.md,4620b7621ed7df880a31f74f59bb8b2783b35cecf8ea1e6c03f98ab4dbdef95c,,
91,binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,71368,范围不优先：个人工具,主要服务个人体验、单点内容生成或个人工具优化，简介未体现共同工作、交接或组织复用机制。,逐项阅读缓存的仓库名称与完整简介,metadata-only,,,False,,,,,,,
